"GENE","GWAS","LOC_NUM","Literature Search"
"ADAM15","META5",1,0
"ADAR","META5",1,0
"AQP10","META5",1,0
"ARHGEF2","META5",1,0
"ASH1L","META5",1,0
"ASH1L-AS1","META5",1,0
"ATP8B2","META5",1,0
"C1orf189","META5",1,0
"C1orf43","META5",1,0
"CHRNB2","META5",1,0
"CKS1B","META5",1,0
"CLK2","META5",1,0
"CREB3L4","META5",1,0
"CRTC2","META5",1,0
"DAP3","META5",1,0
"DCST1","META5",1,0
"DCST1-AS1","META5",1,0
"DCST2","META5",1,0
"DENND4B","META5",1,0
"DPM3","META5",1,0
"EFNA1","META5",1,0
"EFNA3","META5",1,0
"EFNA4","META5",1,0
"FAM189B","META5",1,0
"FDPS","META5",1,0
"FLAD1","META5",1,0
"GBA","META5",1,1
"GBAP1","META5",1,0
"GON4L","META5",1,0
"HAX1","META5",1,0
"HCN3","META5",1,0
"IL6R","META5",1,0
"IL6R-AS1","META5",1,0
"JTB","META5",1,0
"KCNN3","META5",1,0
"KHDC4","META5",1,0
"KRTCAP2","META5",1,0
"LAMTOR2","META5",1,0
"LENEP","META5",1,0
"LMNA","META5",1,0
"LOC101928120","META5",1,0
"MEX3A","META5",1,0
"MIR190B","META5",1,0
"MIR4258","META5",1,0
"MIR555","META5",1,0
"MIR5698","META5",1,0
"MIR6737","META5",1,0
"MIR6738","META5",1,0
"MIR92B","META5",1,0
"MSTO1","META5",1,0
"MSTO2P","META5",1,0
"MTX1","META5",1,0
"MUC1","META5",1,0
"NUP210L","META5",1,0
"PBXIP1","META5",1,0
"PKLR","META5",1,0
"PMF1","META5",1,0
"PMF1-BGLAP","META5",1,0
"PMVK","META5",1,0
"POU5F1P4","META5",1,0
"PYGO2","META5",1,0
"RAB13","META5",1,0
"RAB25","META5",1,0
"RIT1","META5",1,0
"RPS27","META5",1,0
"RUSC1","META5",1,0
"RUSC1-AS1","META5",1,0
"RXFP4","META5",1,0
"SCAMP3","META5",1,0
"SCARNA26A","META5",1,0
"SCARNA26B","META5",1,0
"SCARNA4","META5",1,0
"SEMA4A","META5",1,0
"SHC1","META5",1,0
"SHE","META5",1,1
"SLC25A44","META5",1,0
"SLC39A1","META5",1,0
"SLC50A1","META5",1,0
"SNORA58B","META5",1,0
"SNORA80E","META5",1,0
"SSR2","META5",1,0
"SYT11","META5",1,1
"TDRD10","META5",1,0
"THBS3","META5",1,0
"TPM3","META5",1,0
"TRIM46","META5",1,0
"UBAP2L","META5",1,0
"UBE2Q1","META5",1,0
"UBE2Q1-AS1","META5",1,0
"UBQLN4","META5",1,0
"YY1AP1","META5",1,0
"ZBTB7B","META5",1,0
"ADAMTS4","META5",2,0
"APOA2","META5",2,0
"ARHGAP30","META5",2,0
"ATF6","META5",2,1
"B4GALT3","META5",2,0
"C1orf226","META5",2,0
"CD244","META5",2,0
"CD48","META5",2,0
"CD84","META5",2,0
"CFAP126","META5",2,0
"DEDD","META5",2,0
"DUSP12","META5",2,0
"F11R","META5",2,0
"FCER1G","META5",2,0
"FCGR2A","META5",2,0
"FCGR2B","META5",2,0
"FCGR2C","META5",2,0
"FCGR3A","META5",2,0
"FCGR3B","META5",2,0
"FCRLA","META5",2,0
"FCRLB","META5",2,0
"HSPA6","META5",2,0
"HSPA7","META5",2,0
"ITLN1","META5",2,0
"ITLN2","META5",2,0
"KLHDC9","META5",2,0
"LOC101928372","META5",2,0
"LOC112543491","META5",2,0
"LY9","META5",2,0
"MIR4654","META5",2,0
"MIR5187","META5",2,0
"MIR556","META5",2,0
"MPZ","META5",2,0
"NDUFS2","META5",2,0
"NECTIN4","META5",2,0
"NIT1","META5",2,0
"NOS1AP","META5",2,0
"NR1I3","META5",2,0
"OLFML2B","META5",2,0
"PCP4L1","META5",2,0
"PFDN2","META5",2,0
"PPOX","META5",2,0
"RPL31P11","META5",2,0
"SDHC","META5",2,0
"SH2D1B","META5",2,0
"SLAMF1","META5",2,0
"SLAMF6","META5",2,0
"SLAMF7","META5",2,0
"SPATA46","META5",2,0
"TOMM40L","META5",2,0
"TSTD1","META5",2,0
"UFC1","META5",2,0
"UHMK1","META5",2,0
"USF1","META5",2,0
"USP21","META5",2,0
"C1orf105","META5",3,0
"DNM3","META5",3,1
"DNM3-IT1","META5",3,0
"DNM3OS","META5",3,0
"EEF1AKNMT","META5",3,0
"FASLG","META5",3,0
"FMO1","META5",3,0
"FMO2","META5",3,0
"FMO3","META5",3,0
"FMO4","META5",3,0
"FMO6P","META5",3,0
"MIR1295A","META5",3,0
"MIR1295B","META5",3,0
"MIR199A2","META5",3,0
"MIR214","META5",3,0
"MIR3120","META5",3,0
"MROH9","META5",3,0
"MYOC","META5",3,0
"MYOCOS","META5",3,0
"PIGC","META5",3,0
"PRRC2C","META5",3,0
"SUCO","META5",3,0
"TOP1P1","META5",3,0
"VAMP4","META5",3,0
"AVPR1B","META5",4,0
"BLACAT1","META5",4,0
"CDK18","META5",4,0
"CNTN2","META5",4,0
"CTSE","META5",4,0
"DSTYK","META5",4,0
"ELK4","META5",4,0
"FAM72A","META5",4,0
"FAM72C","META5",4,0
"IKBKE","META5",4,0
"KLHDC8A","META5",4,0
"LEMD1","META5",4,0
"LEMD1-AS1","META5",4,0
"LEMD1-DT","META5",4,0
"LOC284581","META5",4,0
"MFSD4A","META5",4,0
"MFSD4A-AS1","META5",4,0
"MIR135B","META5",4,0
"MIR6769B","META5",4,0
"NFASC","META5",4,0
"NUAK2","META5",4,0
"NUCKS1","META5",4,1
"PM20D1","META5",4,0
"RAB29","META5",4,1
"RASSF5","META5",4,0
"RBBP5","META5",4,0
"RHEX","META5",4,0
"SLC26A9","META5",4,0
"SLC41A1","META5",4,1
"SLC45A3","META5",4,0
"SRGAP2","META5",4,0
"SRGAP2D","META5",4,0
"TMCC2","META5",4,0
"TMEM81","META5",4,0
"ACBD3","META5",5,0
"ACBD3-AS1","META5",5,0
"CDC42BPA","META5",5,0
"COQ8A","META5",5,0
"EPHX1","META5",5,0
"H3F3A","META5",5,0
"H3F3AP4","META5",5,0
"ITPKB","META5",5,0
"ITPKB-IT1","META5",5,0
"LEFTY1","META5",5,0
"LEFTY2","META5",5,0
"LIN9","META5",5,0
"LINC01703","META5",5,0
"MIR6741","META5",5,0
"MIXL1","META5",5,0
"PARP1","META5",5,1
"PSEN2","META5",5,1
"PYCR2","META5",5,0
"SDE2","META5",5,0
"SNAP47","META5",5,0
"SRP9","META5",5,0
"STUM","META5",5,0
"TMEM63A","META5",5,0
"ZNF678","META5",5,0
"ZNF847P","META5",5,0
"DISC1","META5",6,1
"DISC1-IT1","META5",6,0
"DISC2","META5",6,0
"LINC00582","META5",6,0
"LINC01744","META5",6,0
"LINC01745","META5",6,0
"MAP10","META5",6,0
"MAP3K21","META5",6,0
"NTPCR","META5",6,0
"PCNX2","META5",6,0
"SIPA1L2","META5",6,1
"TSNAX","META5",6,0
"TSNAX-DISC1","META5",6,0
"GEN1","META5",7,0
"KCNS3","META5",7,0
"MSGN1","META5",7,0
"NT5C1B","META5",7,0
"NT5C1B-RDH14","META5",7,0
"RAD51AP2","META5",7,0
"RDH14","META5",7,0
"SMC6","META5",7,0
"VSNL1","META5",7,0
"ADRA2B","META5",8,0
"ANKRD20A8P","META5",8,0
"ANKRD36C","META5",8,0
"ASTL","META5",8,0
"CIAO1","META5",8,0
"DUSP2","META5",8,0
"FAHD2A","META5",8,0
"FAHD2CP","META5",8,0
"FAM95A","META5",8,0
"GPAT2","META5",8,0
"ITPRIPL1","META5",8,0
"KCNIP3","META5",8,0
"LINC00342","META5",8,0
"LOC442028","META5",8,0
"MAL","META5",8,1
"MRPS5","META5",8,0
"PROM2","META5",8,0
"SNORA112","META5",8,0
"SNRNP200","META5",8,0
"STARD7","META5",8,0
"STARD7-AS1","META5",8,0
"TEKT4","META5",8,0
"TMEM127","META5",8,0
"TRIM43","META5",8,0
"TRIM43B","META5",8,0
"ZNF2","META5",8,0
"ZNF514","META5",8,0
"CNOT11","META5",9,0
"CREG2","META5",9,0
"IL18R1","META5",9,0
"IL18RAP","META5",9,0
"IL1R1","META5",9,0
"IL1R2","META5",9,0
"IL1RL1","META5",9,0
"IL1RL2","META5",9,0
"LINC01127","META5",9,0
"LOC101927142","META5",9,0
"MAP4K4","META5",9,0
"MFSD9","META5",9,0
"MIR4772","META5",9,0
"MIR5696","META5",9,0
"NPAS2","META5",9,1
"RFX8","META5",9,0
"RNF149","META5",9,0
"RPL31","META5",9,0
"SLC9A2","META5",9,0
"SLC9A4","META5",9,0
"SNORD89","META5",9,0
"TBC1D8","META5",9,0
"TBC1D8-AS1","META5",9,0
"TMEM182","META5",9,0
"ACMSD","META5",10,1
"CCNT2","META5",10,0
"CCNT2-AS1","META5",10,0
"MAP3K19","META5",10,0
"MGAT5","META5",10,0
"MIR128-1","META5",10,0
"MIR3679","META5",10,0
"MIR5590","META5",10,0
"R3HDM1","META5",10,0
"RAB3GAP1","META5",10,0
"SNORA40B","META5",10,0
"TMEM163","META5",10,1
"ZRANB3","META5",10,0
"ABCB11","META5",11,0
"B3GALT1","META5",11,0
"CERS6","META5",11,0
"CERS6-AS1","META5",11,0
"DHRS9","META5",11,0
"G6PC2","META5",11,0
"LOC105616981","META5",11,0
"LRP2","META5",11,0
"MIR4774","META5",11,0
"NOSTRIN","META5",11,0
"SPC25","META5",11,0
"STK39","META5",11,1
"XIRP2","META5",11,0
"KCNH8","META5",12,0
"LOC105376975","META5",12,0
"LOC339862","META5",12,0
"MIR4791","META5",12,0
"SATB1","META5",12,0
"SATB1-AS1","META5",12,0
"TBC1D5","META5",12,0
"AZI2","META5",13,0
"CMC1","META5",13,0
"EOMES","META5",13,0
"LINC00693","META5",13,0
"LINC01980","META5",13,0
"LINC01981","META5",13,0
"RBMS3","META5",13,0
"RBMS3-AS3","META5",13,0
"ZCWPW2","META5",13,0
"AMT","META5",14,1
"APEH","META5",14,0
"ARIH2","META5",14,0
"ARIH2OS","META5",14,0
"ATRIP","META5",14,0
"ATRIP-TREX1","META5",14,0
"BSN","META5",14,0
"BSN-DT","META5",14,0
"C3orf62","META5",14,0
"C3orf84","META5",14,0
"CAMP","META5",14,1
"CCDC36","META5",14,0
"CCDC51","META5",14,0
"CCDC71","META5",14,0
"CDC25A","META5",14,0
"CELSR3","META5",14,0
"COL7A1","META5",14,0
"DAG1","META5",14,0
"DALRD3","META5",14,0
"DHX30","META5",14,0
"FBXW12","META5",14,0
"FCF1P2","META5",14,0
"GPX1","META5",14,1
"IMPDH2","META5",14,0
"IP6K2","META5",14,0
"KLHDC8B","META5",14,0
"LAMB2","META5",14,0
"LAMB2P1","META5",14,0
"LINC02585","META5",14,0
"MAP4","META5",14,0
"MIR1226","META5",14,0
"MIR191","META5",14,0
"MIR2115","META5",14,0
"MIR425","META5",14,0
"MIR4271","META5",14,0
"MIR4443","META5",14,0
"MIR4793","META5",14,0
"MIR6823","META5",14,0
"MIR6824","META5",14,0
"MIR6890","META5",14,0
"MIR711","META5",14,0
"MST1","META5",14,0
"NCKIPSD","META5",14,0
"NDUFAF3","META5",14,0
"NICN1","META5",14,0
"NME6","META5",14,0
"P4HTM","META5",14,0
"PFKFB4","META5",14,0
"PLXNB1","META5",14,0
"PRKAR2A","META5",14,0
"PRKAR2A-AS1","META5",14,0
"QARS","META5",14,0
"QRICH1","META5",14,0
"RHOA","META5",14,1
"RNF123","META5",14,0
"SHISA5","META5",14,0
"SLC25A20","META5",14,0
"SLC26A6","META5",14,0
"SMARCC1","META5",14,0
"SNORA94","META5",14,0
"SPINK8","META5",14,0
"TCTA","META5",14,0
"TMA7","META5",14,0
"TMEM89","META5",14,0
"TREX1","META5",14,0
"UCN2","META5",14,0
"UQCRC1","META5",14,1
"USP19","META5",14,0
"USP4","META5",14,0
"WDR6","META5",14,0
"ZNF589","META5",14,0
"ADCY5","META5",15,0
"ARGFX","META5",15,0
"CASR","META5",15,0
"CCDC58","META5",15,0
"CD86","META5",15,1
"CSTA","META5",15,0
"DTX3L","META5",15,0
"EAF2","META5",15,0
"FAM162A","META5",15,0
"FBXO40","META5",15,0
"GOLGB1","META5",15,0
"HCLS1","META5",15,0
"HSPBAP1","META5",15,0
"ILDR1","META5",15,0
"IQCB1","META5",15,0
"KPNA1","META5",15,0
"LINC02035","META5",15,0
"LOC102723582","META5",15,0
"MIR7110","META5",15,0
"PARP14","META5",15,0
"PARP15","META5",15,0
"PARP9","META5",15,0
"PDIA5","META5",15,0
"POLQ","META5",15,0
"SEC22A","META5",15,0
"SEMA5B","META5",15,0
"SLC15A2","META5",15,0
"SLC49A4","META5",15,0
"WDR5B","META5",15,0
"AADAC","META5",16,0
"AADACL2","META5",16,0
"AADACL2-AS1","META5",16,0
"AADACP1","META5",16,0
"CLRN1","META5",16,0
"CLRN1-AS1","META5",16,0
"EIF2A","META5",16,0
"ERICH6","META5",16,0
"ERICH6-AS1","META5",16,0
"GPR171","META5",16,0
"GPR87","META5",16,0
"IGSF10","META5",16,0
"LOC101928105","META5",16,0
"LOC101928166","META5",16,0
"MBNL1","META5",16,0
"MBNL1-AS1","META5",16,0
"MED12L","META5",16,0
"MINDY4B","META5",16,0
"MIR5186","META5",16,0
"P2RY12","META5",16,0
"P2RY13","META5",16,0
"P2RY14","META5",16,0
"SELENOT","META5",16,0
"SERP1","META5",16,0
"SIAH2","META5",16,0
"SUCNR1","META5",16,0
"TMEM14EP","META5",16,0
"TSC22D2","META5",16,0
"ARL14","META5",17,0
"B3GALNT1","META5",17,0
"IFT80","META5",17,0
"KPNA4","META5",17,0
"LINC02067","META5",17,0
"MIR15B","META5",17,0
"MIR16-2","META5",17,0
"NMD3","META5",17,1
"OTOL1","META5",17,0
"PPM1L","META5",17,0
"SCARNA7","META5",17,0
"SMC4","META5",17,0
"SPTSSB","META5",17,0
"TRIM59","META5",17,0
"TRIM59-IFT80","META5",17,0
"ABCC5","META5",18,0
"ABCC5-AS1","META5",18,0
"ATP11B","META5",18,0
"B3GNT5","META5",18,0
"DCUN1D1","META5",18,0
"HTR3D","META5",18,0
"KLHL24","META5",18,0
"KLHL6","META5",18,0
"KLHL6-AS1","META5",18,0
"LAMP3","META5",18,1
"LINC00888","META5",18,0
"LINC01994","META5",18,0
"LINC01995","META5",18,0
"MAP6D1","META5",18,0
"MCCC1","META5",18,1
"MCF2L2","META5",18,0
"MIR4448","META5",18,0
"PARL","META5",18,1
"SNORA63D","META5",18,0
"SNORA63E","META5",18,0
"YEATS2","META5",18,0
"YEATS2-AS1","META5",18,0
"ABCA11P","META5",19,0
"ATP5ME","META5",19,0
"CPLX1","META5",19,0
"CRIPAK","META5",19,0
"CTBP1","META5",19,0
"CTBP1-AS","META5",19,0
"CTBP1-DT","META5",19,0
"DGKQ","META5",19,1
"FAM53A","META5",19,0
"FGFR3","META5",19,0
"FGFRL1","META5",19,0
"GAK","META5",19,1
"IDUA","META5",19,0
"LETM1","META5",19,0
"LOC100129917","META5",19,0
"LOC100130872","META5",19,0
"LOC105374338","META5",19,0
"LOC105374344","META5",19,0
"MAEA","META5",19,0
"MIR571","META5",19,0
"MYL5","META5",19,0
"NKX1-1","META5",19,0
"NSD2","META5",19,0
"PCGF3","META5",19,0
"PDE6B","META5",19,0
"PIGG","META5",19,0
"RNF212","META5",19,0
"SLBP","META5",19,0
"SLC26A1","META5",19,0
"SLC49A3","META5",19,0
"SPON2","META5",19,0
"TACC3","META5",19,0
"TMED11P","META5",19,0
"TMEM129","META5",19,0
"TMEM175","META5",19,1
"TMEM271","META5",19,0
"UVSSA","META5",19,0
"ZNF141","META5",19,0
"ZNF595","META5",19,0
"ZNF718","META5",19,0
"ZNF721","META5",19,0
"ZNF732","META5",19,0
"ZNF876P","META5",19,0
"BST1","META5",20,1
"C1QTNF7","META5",20,0
"CC2D2A","META5",20,0
"CD38","META5",20,1
"CPEB2","META5",20,0
"CPEB2-DT","META5",20,0
"FAM200B","META5",20,0
"FBXL5","META5",20,0
"FGFBP1","META5",20,0
"FGFBP2","META5",20,0
"LDB2","META5",20,0
"LINC00504","META5",20,0
"LOC101929095","META5",20,0
"PROM1","META5",20,0
"TAPT1","META5",20,0
"TAPT1-AS1","META5",20,0
"CLRN2","META5",21,0
"DCAF16","META5",21,0
"FAM184B","META5",21,0
"LAP3","META5",21,0
"LCORL","META5",21,0
"LINC02493","META5",21,0
"MED28","META5",21,0
"NCAPG","META5",21,0
"QDPR","META5",21,0
"SNORA75B","META5",21,0
"ART3","META5",22,0
"CCDC158","META5",22,0
"CCNG2","META5",22,0
"CCNI","META5",22,0
"CDKL2","META5",22,0
"CXCL10","META5",22,1
"CXCL11","META5",22,0
"CXCL9","META5",22,0
"FAM47E","META5",22,0
"FAM47E-STBD1","META5",22,0
"G3BP2","META5",22,0
"LINC02483","META5",22,0
"LOC101928809","META5",22,0
"MIR4450","META5",22,0
"MIR548AH","META5",22,0
"NAAA","META5",22,0
"NUP54","META5",22,0
"ODAPH","META5",22,0
"PPEF2","META5",22,0
"RCHY1","META5",22,0
"SCARB2","META5",22,1
"SDAD1","META5",22,0
"SEPTIN11","META5",22,0
"SHROOM3","META5",22,0
"SOWAHB","META5",22,0
"STBD1","META5",22,0
"THAP6","META5",22,0
"USO1","META5",22,0
"CCSER1","META5",23,0
"FAM13A","META5",23,0
"FAM13A-AS1","META5",23,0
"GPRIN3","META5",23,0
"HERC3","META5",23,0
"MMRN1","META5",23,0
"SNCA","META5",23,1
"SNCA-AS1","META5",23,0
"TIGD2","META5",23,0
"ANK2","META5",24,0
"ARSJ","META5",24,0
"CAMK2D","META5",24,0
"LARP7","META5",24,0
"LOC105377372","META5",24,0
"MIR1243","META5",24,0
"MIR302A","META5",24,0
"MIR302B","META5",24,0
"MIR302C","META5",24,0
"MIR302CHG","META5",24,0
"MIR302D","META5",24,0
"MIR367","META5",24,0
"MIR8082","META5",24,0
"NEUROG2","META5",24,0
"ZGRF1","META5",24,0
"AADAT","META5",25,0
"CBR4","META5",25,0
"CLCN3","META5",25,0
"HPF1","META5",25,0
"LINC01612","META5",25,0
"LINC02275","META5",25,0
"MFAP3L","META5",25,0
"NEK1","META5",25,0
"PALLD","META5",25,0
"SH3RF1","META5",25,0
"C5orf64","META5",26,0
"C5orf64-AS1","META5",26,0
"DEPDC1B","META5",26,0
"ELOVL7","META5",26,0
"ERCC8","META5",26,0
"LINC02057","META5",26,0
"LOC101928651","META5",26,0
"NDUFAF2","META5",26,0
"PART1","META5",26,0
"PDE4D","META5",26,0
"SMIM15","META5",26,0
"SMIM15-AS1","META5",26,0
"ZSWIM6","META5",26,0
"C5orf30","META5",27,0
"GIN1","META5",27,0
"LINC00491","META5",27,0
"LINC00492","META5",27,0
"LINC02115","META5",27,0
"NUDT12","META5",27,0
"PAM","META5",27,1
"PPIP5K2","META5",27,0
"SLCO4C1","META5",27,0
"SLCO6A1","META5",27,0
"C5orf15","META5",28,0
"C5orf24","META5",28,0
"C5orf66","META5",28,0
"C5orf66-AS1","META5",28,0
"C5orf66-AS2","META5",28,0
"CAMLG","META5",28,0
"CATSPER3","META5",28,0
"CDKL3","META5",28,0
"CDKN2AIPNL","META5",28,0
"CXCL14","META5",28,0
"DCANP1","META5",28,0
"DDX46","META5",28,0
"H2AFY","META5",28,0
"JADE2","META5",28,0
"LINC01843","META5",28,0
"LOC102546229","META5",28,0
"LOC105379183","META5",28,0
"LOC107986453","META5",28,0
"MIR3661","META5",28,0
"MIR5692C1","META5",28,0
"NEUROG1","META5",28,0
"PCBD2","META5",28,0
"PITX1","META5",28,0
"PPP2CA","META5",28,0
"SAR1B","META5",28,0
"SEC24A","META5",28,0
"SKP1","META5",28,1
"SLC25A48","META5",28,0
"SLC25A48-AS1","META5",28,0
"TCF7","META5",28,0
"TIFAB","META5",28,0
"TXNDC15","META5",28,0
"UBE2B","META5",28,0
"VDAC1","META5",28,1
"WSPAR","META5",28,0
"GPX5","META5",29,0
"GPX6","META5",29,0
"GUSBP2","META5",29,0
"HIST1H1B","META5",29,0
"HIST1H2AG","META5",29,0
"HIST1H2AH","META5",29,0
"HIST1H2AI","META5",29,0
"HIST1H2AJ","META5",29,0
"HIST1H2AK","META5",29,0
"HIST1H2AL","META5",29,0
"HIST1H2AM","META5",29,0
"HIST1H2BJ","META5",29,0
"HIST1H2BK","META5",29,0
"HIST1H2BL","META5",29,0
"HIST1H2BM","META5",29,0
"HIST1H2BN","META5",29,0
"HIST1H2BO","META5",29,0
"HIST1H3H","META5",29,0
"HIST1H3I","META5",29,0
"HIST1H3J","META5",29,0
"HIST1H4I","META5",29,0
"HIST1H4J","META5",29,0
"HIST1H4K","META5",29,0
"HIST1H4L","META5",29,0
"LINC00240","META5",29,0
"LINC00533","META5",29,0
"LINC01012","META5",29,0
"LOC100131289","META5",29,0
"LOC100270746","META5",29,0
"MIR3143","META5",29,0
"NKAPL","META5",29,0
"OR1F12","META5",29,0
"OR2B2","META5",29,0
"OR2B6","META5",29,0
"PGBD1","META5",29,0
"POM121L2","META5",29,0
"PRSS16","META5",29,0
"TOB2P1","META5",29,0
"VN1R10P","META5",29,0
"ZBED9","META5",29,0
"ZKSCAN3","META5",29,0
"ZKSCAN4","META5",29,0
"ZKSCAN8","META5",29,0
"ZNF165","META5",29,0
"ZNF184","META5",29,1
"ZNF192P1","META5",29,0
"ZNF204P","META5",29,0
"ZNF391","META5",29,0
"ZSCAN12","META5",29,0
"ZSCAN12P1","META5",29,0
"ZSCAN16","META5",29,0
"ZSCAN16-AS1","META5",29,0
"ZSCAN23","META5",29,0
"ZSCAN26","META5",29,0
"ZSCAN31","META5",29,0
"ZSCAN9","META5",29,0
"ABCF1","META5",30,0
"ATAT1","META5",30,0
"C6orf136","META5",30,0
"C6orf15","META5",30,0
"CDSN","META5",30,0
"DDR1","META5",30,0
"DHX16","META5",30,0
"FLOT1","META5",30,0
"GABBR1","META5",30,0
"GNL1","META5",30,0
"GTF2H4","META5",30,0
"HCG17","META5",30,0
"HCG18","META5",30,0
"HCG20","META5",30,0
"HCG21","META5",30,0
"HCG22","META5",30,0
"HCG4","META5",30,0
"HCG4B","META5",30,0
"HCG9","META5",30,0
"HCP5B","META5",30,0
"HLA-A","META5",30,0
"HLA-E","META5",30,0
"HLA-F","META5",30,0
"HLA-F-AS1","META5",30,0
"HLA-G","META5",30,0
"HLA-H","META5",30,0
"HLA-J","META5",30,0
"HLA-L","META5",30,0
"HLA-V","META5",30,0
"IER3","META5",30,0
"IER3-AS1","META5",30,0
"IFITM4P","META5",30,0
"LINC00243","META5",30,0
"LINC01015","META5",30,0
"LINC02569","META5",30,0
"LINC02570","META5",30,0
"LOC101929006","META5",30,0
"MAS1L","META5",30,0
"MDC1","META5",30,0
"MDC1-AS1","META5",30,0
"MIR4640","META5",30,0
"MIR6891","META5",30,0
"MIR877","META5",30,0
"MOG","META5",30,1
"MRPS18B","META5",30,0
"MUC21","META5",30,0
"MUC22","META5",30,0
"MUCL3","META5",30,0
"NRM","META5",30,0
"OR10C1","META5",30,0
"OR11A1","META5",30,0
"OR12D1","META5",30,0
"OR12D2","META5",30,0
"OR12D3","META5",30,0
"OR14J1","META5",30,0
"OR2H1","META5",30,0
"OR2H2","META5",30,0
"OR2J2","META5",30,0
"OR5V1","META5",30,0
"PPP1R10","META5",30,0
"PPP1R11","META5",30,0
"PPP1R18","META5",30,0
"PRR3","META5",30,0
"PSORS1C1","META5",30,0
"PSORS1C2","META5",30,0
"RNF39","META5",30,0
"RPP21","META5",30,0
"SFTA2","META5",30,0
"SNORD32B","META5",30,0
